sent_id,play,text,is_messenger_speech,line,p_narrative,pred_narrative
tlg0019.tlg006.perseus-grc2:584,tlg0019.tlg006.perseus-grc2,εἰ δὲ παραβαίην ἑνὶ κριτῇ νικᾶν μόνον,False,447.0,0.00044713058741763234,False
tlg0019.tlg006.perseus-grc2:585,tlg0019.tlg006.perseus-grc2,ἀκούετε λεῴ,False,449.0,0.0004220469272695482,False
tlg0019.tlg006.perseus-grc2:586,tlg0019.tlg006.perseus-grc2,τοὺς ὁπλίτας νυνμενὶ,False,449.0,0.00041302404133602977,False
tlg0019.tlg006.perseus-grc2:587,tlg0019.tlg006.perseus-grc2,ἀνελομένους θὤπλʼ ἀπιέναι πάλιν οἴκαδε,False,449.0,0.021483419463038445,False
tlg0019.tlg006.perseus-grc2:588,tlg0019.tlg006.perseus-grc2,σκοπεῖν δʼ ὅ τι ἂν προγράφωμεν ἐν τοῖς πινακίοις,False,449.0,0.0004225013544782996,False
tlg0019.tlg006.perseus-grc2:589,tlg0019.tlg006.perseus-grc2,δολερὸν μὲν ἀεὶ κατὰ πάντα δὴ τρόπον,False,455.0,0.014147750101983547,False
tlg0019.tlg006.perseus-grc2:590,tlg0019.tlg006.perseus-grc2,πέφυκεν ἄνθρωπος,False,455.0,0.0025842448230832815,False
tlg0019.tlg006.perseus-grc2:591,tlg0019.tlg006.perseus-grc2,σὺ δʼ ὅμως λέγε μοι,False,455.0,0.00044970554881729186,False
tlg0019.tlg006.perseus-grc2:592,tlg0019.tlg006.perseus-grc2,τάχα γὰρ τύχοις ἂν,False,455.0,0.00046930243843235075,False
tlg0019.tlg006.perseus-grc2:593,tlg0019.tlg006.perseus-grc2,χρηστὸν ἐξειπὼν ὅ τι μοι παρορᾷς ἢ,False,455.0,0.00043276301585137844,False
tlg0019.tlg006.perseus-grc2:594,tlg0019.tlg006.perseus-grc2,δύναμίν τινα μείζω,False,455.0,0.00069435965269804,False
tlg0019.tlg006.perseus-grc2:595,tlg0019.tlg006.perseus-grc2,παραλειπομένην ὑπʼ ἐμῆς φρενὸς ἀξυνέτου,False,455.0,0.0004995804629288614,False
tlg0019.tlg006.perseus-grc2:596,tlg0019.tlg006.perseus-grc2,σὺ δὲ τοῦθʼ οὑρᾷς λέγʼ ἐς κοινόν,False,455.0,0.0004524764372035861,False
tlg0019.tlg006.perseus-grc2:597,tlg0019.tlg006.perseus-grc2,ὃ γὰρ ἂν σὺ τύχῃς μοι,False,455.0,0.0005036990623921156,False
tlg0019.tlg006.perseus-grc2:598,tlg0019.tlg006.perseus-grc2,ἀγαθὸν πορίσας τοῦτο κοινὸν ἔσται,False,455.0,0.0004256099637132138,False
tlg0019.tlg006.perseus-grc2:599,tlg0019.tlg006.perseus-grc2,ἀλλʼ ἐφʼ ὅτῳπερ πράγματι τὴν σὴν ἥκεις γνώμην ἀναπείσας,False,460.5,0.00046385606401599944,False
tlg0019.tlg006.perseus-grc2:600,tlg0019.tlg006.perseus-grc2,λέγε θαρρήσας,False,460.5,0.00042413047049194574,False
tlg0019.tlg006.perseus-grc2:601,tlg0019.tlg006.perseus-grc2,ὡς τὰς σπονδὰς οὐ μὴ πρότεροι παραβῶμεν,False,460.5,0.0007035860908217728,False
tlg0019.tlg006.perseus-grc2:602,tlg0019.tlg006.perseus-grc2,καὶ μὴν ὀργῶ νὴ τὸν Δία καὶ προπεφύραται λόγος εἷς μοι,False,463.0,0.0004162279365118593,False
tlg0019.tlg006.perseus-grc2:603,tlg0019.tlg006.perseus-grc2,ὃν διαμάττειν οὐ κωλύει,False,463.0,0.002089027315378189,False
tlg0019.tlg006.perseus-grc2:604,tlg0019.tlg006.perseus-grc2,φέρε παῖ στέφανον,False,463.0,0.0011176654370501637,False
tlg0019.tlg006.perseus-grc2:605,tlg0019.tlg006.perseus-grc2,καταχεῖσθαι,False,463.0,0.0006267011049203575,False
tlg0019.tlg006.perseus-grc2:606,tlg0019.tlg006.perseus-grc2,κατὰ χειρὸς ὕδωρ φερέτω ταχύ τις,False,463.0,0.00041368481470271945,False
tlg0019.tlg006.perseus-grc2:607,tlg0019.tlg006.perseus-grc2,δειπνήσειν μέλλομεν,False,464.0,0.0004243322473485023,False
tlg0019.tlg006.perseus-grc2:608,tlg0019.tlg006.perseus-grc2,ἢ τί,False,464.0,0.00043723141425289214,False
tlg0019.tlg006.perseus-grc2:609,tlg0019.tlg006.perseus-grc2,μὰ Δίʼ ἀλλὰ λέγειν ζητῶ τι πάλαι μέγα καὶ λαρινὸν ἔπος τι,False,466.0,0.00047605118015781045,False
tlg0019.tlg006.perseus-grc2:610,tlg0019.tlg006.perseus-grc2,ὅ το τὴν τούτων θραύσει ψυχήν,False,466.0,0.008410332724452019,False
tlg0019.tlg006.perseus-grc2:611,tlg0019.tlg006.perseus-grc2,οὕτως ὑμῶν ὑπεραλγῶ,False,466.0,0.00042892637429758906,False
tlg0019.tlg006.perseus-grc2:612,tlg0019.tlg006.perseus-grc2,οἵτινες ὄντες πρότερον βασιλῆς —,False,466.0,0.022725585848093033,False
tlg0019.tlg006.perseus-grc2:613,tlg0019.tlg006.perseus-grc2,ἡμεῖς βασιλῆς,False,467.0,0.00044828414684161544,False
tlg0019.tlg006.perseus-grc2:614,tlg0019.tlg006.perseus-grc2,τίνος,False,467.0,0.0004481546930037439,False
tlg0019.tlg006.perseus-grc2:615,tlg0019.tlg006.perseus-grc2,ὑμεῖς,False,468.5,0.0004871597629971802,False
tlg0019.tlg006.perseus-grc2:616,tlg0019.tlg006.perseus-grc2,πάντων ὁπόσʼ ἔστιν ἐμοῦ πρῶτον τουδί καὶ τοῦ Διὸς αὐτοῦ,False,468.5,0.00045108667109161615,False
tlg0019.tlg006.perseus-grc2:617,tlg0019.tlg006.perseus-grc2,ἀρχαιότεροι πρότεροί τε Κρόνου καὶ Τιτάνων ἐγένεσθε,False,468.5,0.0004708389169536531,False
tlg0019.tlg006.perseus-grc2:618,tlg0019.tlg006.perseus-grc2,καὶ γῆς,False,468.5,0.0009945816127583385,False
tlg0019.tlg006.perseus-grc2:619,tlg0019.tlg006.perseus-grc2,καὶ γῆς,False,470.0,0.0009945816127583385,False
tlg0019.tlg006.perseus-grc2:620,tlg0019.tlg006.perseus-grc2,νὴ τὸν Ἀπόλλω,False,470.0,0.0004265807510819286,False
tlg0019.tlg006.perseus-grc2:621,tlg0019.tlg006.perseus-grc2,τουτὶ μὰ Δίʼ οὐκ ἐπεπύσμην,False,470.0,0.0004129334702156484,False
tlg0019.tlg006.perseus-grc2:622,tlg0019.tlg006.perseus-grc2,ἀμαθὴς γὰρ ἔφυς κοὐ πολυπράγμων οὐδʼ Αἴσωπον πεπάτηκας,False,473.0,0.0005070534534752369,False
tlg0019.tlg006.perseus-grc2:623,tlg0019.tlg006.perseus-grc2,ὃς ἔφασκε λέγων κορυδὸν πάντων πρώτην ὄρνιθα γενέσθαι,False,473.0,0.9775985479354858,True
tlg0019.tlg006.perseus-grc2:624,tlg0019.tlg006.perseus-grc2,προτέραν τῆς γῆς κἄπειτα νόσῳ τὸν πατέρʼ αὐτῆς ἀποθνῄσκειν,False,473.0,0.0010722612496465445,False
tlg0019.tlg006.perseus-grc2:625,tlg0019.tlg006.perseus-grc2,γῆν δʼ οὐκ εἶναι τὸν δὲ προκεῖσθαι πεμπταῖον,False,473.0,0.006146716885268688,False
tlg0019.tlg006.perseus-grc2:626,tlg0019.tlg006.perseus-grc2,τὴν δʼ ἀποροῦσαν,False,473.0,0.7327404618263245,True
tlg0019.tlg006.perseus-grc2:627,tlg0019.tlg006.perseus-grc2,ὑπʼ ἀμηχανίας τὸν πατέρʼ αὑτῆς ἐν τῇ κεφαλῇ κατορύξαι,False,473.0,0.060990191996097565,False
tlg0019.tlg006.perseus-grc2:628,tlg0019.tlg006.perseus-grc2,ὁ πατὴρ ἄρα τῆς κορυδοῦ νυνὶ κεῖται τεθνεὼς Κεφαλῆσιν,False,476.0,0.0007283341838046908,False
tlg0019.tlg006.perseus-grc2:629,tlg0019.tlg006.perseus-grc2,οὔκουν δῆτʼ εἰ πρότεροι μὲν γῆς πρότεροι δὲ θεῶν ἐγένοντο,False,477.5,0.05373777449131012,False
tlg0019.tlg006.perseus-grc2:630,tlg0019.tlg006.perseus-grc2,ὡς πρεσβυτάτων αὐτῶν ὄντῶν ὀρθῶς ἐσθʼ ἡ βασιλεία,False,477.5,0.0062081096693873405,False
tlg0019.tlg006.perseus-grc2:631,tlg0019.tlg006.perseus-grc2,νὴ τὸν Ἀπόλλω,False,479.5,0.0004265807510819286,False
tlg0019.tlg006.perseus-grc2:632,tlg0019.tlg006.perseus-grc2,πάνυ τοίνυν χρὴ ῥύγχος βόσκειν σε τὸ λοιπόν,False,479.5,0.00041473316377960145,False
tlg0019.tlg006.perseus-grc2:633,tlg0019.tlg006.perseus-grc2,οὐκ ἀποδώσει ταχέως ὁ Ζεὺς τὸ σκῆπτρον τῷ δρυκολάπτῃ,False,479.5,0.0009756859508343041,False
tlg0019.tlg006.perseus-grc2:634,tlg0019.tlg006.perseus-grc2,ὡς δʼ οὐχὶ θεοὶ τοίνυν ἦρχον τῶν ἀνθρώπων τὸ παλαιόν,False,483.0,0.024471202865242958,False
tlg0019.tlg006.perseus-grc2:635,tlg0019.tlg006.perseus-grc2,ἀλλʼ ὄρνιθες κἀβασίλευον πόλλʼ ἐστὶ τεκμήρια τούτων,False,483.0,0.006176453549414873,False
tlg0019.tlg006.perseus-grc2:636,tlg0019.tlg006.perseus-grc2,αὐτίκα δʼ ὑμῖν πρῶτʼ ἐπιδείξω τὸν ἀλεκτρυόνʼ ὡς ἐτυράννει,False,483.0,0.00041844742372632027,False
tlg0019.tlg006.perseus-grc2:637,tlg0019.tlg006.perseus-grc2,ἦρχέ τε Περσῶν πρῶτον πάντων Δαρείου καὶ Μεγαβάζου,False,483.0,0.9911301136016846,True
tlg0019.tlg006.perseus-grc2:638,tlg0019.tlg006.perseus-grc2,ὥστε καλεῖται Περσικὸς ὄρνις ἀπὸ τῆς ἀρχῆς ἔτʼ ἐκείνης,False,483.0,0.010654792189598083,False
tlg0019.tlg006.perseus-grc2:639,tlg0019.tlg006.perseus-grc2,διὰ ταῦτʼ ἄρʼ ἔχων καὶ νῦν ὥσπερ βασιλεὺς ὁ μέγας διαβάσκει,False,486.5,0.00044487047125585377,False
tlg0019.tlg006.perseus-grc2:640,tlg0019.tlg006.perseus-grc2,ἐπὶ τῆς κεφαλῆς τὴν κυρβασίαν τῶν ὀρνίθων μόνος ὀρθήν,False,486.5,0.9894221425056458,True
tlg0019.tlg006.perseus-grc2:641,tlg0019.tlg006.perseus-grc2,οὕτω δʼ ἴσχυσέ τε καὶ μέγας ἦν τότε καὶ πολύς ὥστʼ ἔτι καὶ νῦν,False,490.0,0.0005118022090755403,False
tlg0019.tlg006.perseus-grc2:642,tlg0019.tlg006.perseus-grc2,ὑπὸ τῆς ῥώμης τῆς τότʼ ἐκείνης ὁπόταν μόνον ὄρθριον ᾄσῃ,False,490.0,0.21159249544143677,False
tlg0019.tlg006.perseus-grc2:643,tlg0019.tlg006.perseus-grc2,ἀναπηδῶσιν πάντες ἐπʼ ἔργον χαλκῆς κεραμῆς σκυλοδέψαι,False,490.0,0.0012266384437680244,False
tlg0019.tlg006.perseus-grc2:644,tlg0019.tlg006.perseus-grc2,σκυτῆς βαλανῆς ἀλφιταμοιβοὶ τορνευτολυρασπιδοπηγοί,False,490.0,0.09032043069601059,False
tlg0019.tlg006.perseus-grc2:645,tlg0019.tlg006.perseus-grc2,οἱ δὲ βαδίζουσʼ ὑποδησάμενοι νύκτωρ,False,490.0,0.009334616363048553,False
tlg0019.tlg006.perseus-grc2:646,tlg0019.tlg006.perseus-grc2,ἐμὲ τοῦτό γʼ ἐρώτα,False,495.0,0.0004714178794529289,False
tlg0019.tlg006.perseus-grc2:647,tlg0019.tlg006.perseus-grc2,χλαῖναν γὰρ ἀπώλεσʼ ὁ μοχθηρὸς Φρυγίων ἐρίων διὰ τοῦτον,False,495.0,0.17111817002296448,False
tlg0019.tlg006.perseus-grc2:648,tlg0019.tlg006.perseus-grc2,ἐς δεκάτην γάρ ποτε παιδαρίου κληθεὶς ὑπέπινον ἐν ἄστει,False,495.0,0.9047894477844238,True
tlg0019.tlg006.perseus-grc2:649,tlg0019.tlg006.perseus-grc2,κἄρτι καθηῦδον καὶ πρὶν δειπνεῖν τοὺς ἄλλους οὗτος ἄρʼ ᾖσεν,False,495.0,0.0025819793809205294,False
tlg0019.tlg006.perseus-grc2:650,tlg0019.tlg006.perseus-grc2,κἀγὼ νομίσας ὄρθρον ἐχώρουν Ἀλιμουντάδε κἄρτι προκύπτω,False,495.0,0.0004883167566731572,False
tlg0019.tlg006.perseus-grc2:651,tlg0019.tlg006.perseus-grc2,ἔξω τείχους καὶ λωποδύτης παίει ῥοπάλῳ με τὸ νῶτον,False,495.0,0.9023123979568481,True
tlg0019.tlg006.perseus-grc2:652,tlg0019.tlg006.perseus-grc2,κἀγὼ πίπτω μέλλω τε βοᾶν ὁ δʼ ἀπέβλισε θοἰμάτιόν μου,False,495.0,0.000554120575543493,False
tlg0019.tlg006.perseus-grc2:653,tlg0019.tlg006.perseus-grc2,ἰκτῖνος δʼ οὖν τῶν Ἑλλήνων ἦρχεν τότε κἀβασίλευεν,False,499.0,0.9911949634552002,True
tlg0019.tlg006.perseus-grc2:654,tlg0019.tlg006.perseus-grc2,τῶν Ἑλλήνων,False,500.0,0.0006591416313312948,False
tlg0019.tlg006.perseus-grc2:655,tlg0019.tlg006.perseus-grc2,καὶ κατέδειξέν γʼ οὗτος πρῶτος βασιλεύων,False,500.5,0.0013811126118525863,False
tlg0019.tlg006.perseus-grc2:656,tlg0019.tlg006.perseus-grc2,προκυλινδεῖσθαι τοῖς ἰκτίνοις,False,500.5,0.005959417670965195,False
tlg0019.tlg006.perseus-grc2:657,tlg0019.tlg006.perseus-grc2,νὴ τὸν Διόνυσον ἐγὼ γοῦν,False,502.0,0.0004266480391379446,False
tlg0019.tlg006.perseus-grc2:658,tlg0019.tlg006.perseus-grc2,ἐκυλινδούμην ἰκτῖνον ἰδών,False,502.0,0.0006111037801019847,False
tlg0019.tlg006.perseus-grc2:659,tlg0019.tlg006.perseus-grc2,κᾆθʼ ὕπτιος ὢν ἀναχάσκων,False,502.0,0.7294028997421265,True
tlg0019.tlg006.perseus-grc2:660,tlg0019.tlg006.perseus-grc2,ὀβολὸν κατεβρόχθισα,False,502.0,0.004791115876287222,False
tlg0019.tlg006.perseus-grc2:661,tlg0019.tlg006.perseus-grc2,κᾆτα κενὸν τὸν θύλακον οἴκαδʼ ἀφεῖλκον,False,502.0,0.9726982712745667,True
tlg0019.tlg006.perseus-grc2:662,tlg0019.tlg006.perseus-grc2,Αἰγύπτου δʼ αὖ καὶ Φοινίκης πάσης κόκκυξ βασιλεὺς ἦν,False,505.0,0.19810284674167633,False
tlg0019.tlg006.perseus-grc2:663,tlg0019.tlg006.perseus-grc2,χὠπόθʼ ὁ κόκκυξ εἴποι κόκκυ τότʼ ἂν οἱ Φοίνικες ἅπαντες,False,505.0,0.9901261329650879,True
tlg0019.tlg006.perseus-grc2:664,tlg0019.tlg006.perseus-grc2,τοὺς πυροὺς ἂν καὶ τὰς κριθὰς ἐν τοῖς πεδίοις ἐθέριζον,False,505.0,0.976502001285553,True
tlg0019.tlg006.perseus-grc2:665,tlg0019.tlg006.perseus-grc2,τοῦτʼ ἄρʼ ἐκεῖνʼ ἦν τοὔπος ἀληθῶς,False,507.0,0.5332215428352356,True
tlg0019.tlg006.perseus-grc2:666,tlg0019.tlg006.perseus-grc2,κόκκυψωλοὶ πεδίονδε,False,507.0,0.01142762042582035,False
tlg0019.tlg006.perseus-grc2:667,tlg0019.tlg006.perseus-grc2,ἦρχον δʼ οὕτω σφόδρα τὴν ἀρχήν ὥστʼ εἴ τις καὶ βασιλεύοι,False,509.0,0.003953630104660988,False
tlg0019.tlg006.perseus-grc2:668,tlg0019.tlg006.perseus-grc2,ἐν ταῖς πόλεσιν τῶν Ἑλλήνων Ἀγαμέμνων ἢ Μενέλαος,False,509.0,0.04702379181981087,False
tlg0019.tlg006.perseus-grc2:669,tlg0019.tlg006.perseus-grc2,ἐπὶ τῶν σκήπτρων ἐκάθητʼ ὄρνις μετέχων ὅ τι δωροδοκοίη,False,509.0,0.02955758199095726,False
tlg0019.tlg006.perseus-grc2:670,tlg0019.tlg006.perseus-grc2,τουτὶ τοίνυν οὐκ ᾔδη ʼγώ,False,512.0,0.0012068572686985135,False
tlg0019.tlg006.perseus-grc2:671,tlg0019.tlg006.perseus-grc2,καὶ δῆτά μʼ ἐλάμβανε θαῦμα,False,512.0,0.9861694574356079,True
tlg0019.tlg006.perseus-grc2:672,tlg0019.tlg006.perseus-grc2,ὁπότʼ ἐξέλθοι Πρίαμός τις ἔχων ὄρνιν ἐν τοῖσι τραγῳδοῖς,False,512.0,0.000757375848479569,False
tlg0019.tlg006.perseus-grc2:673,tlg0019.tlg006.perseus-grc2,ὁ δʼ ἄρʼ εἱστήκει τὸν Λυσικράτη τηρῶν ὅ τι δωροδοκοίη,False,512.0,0.9827075600624084,True
tlg0019.tlg006.perseus-grc2:674,tlg0019.tlg006.perseus-grc2,ὃ δὲ δεινότατόν γʼ ἐστὶν ἁπάντων ὁ Ζεὺς γὰρ ὁ νῦν βασιλεύων,False,515.0,0.0004178606905043125,False
tlg0019.tlg006.perseus-grc2:675,tlg0019.tlg006.perseus-grc2,αἰετὸν ὄρνιν ἕστηκεν ἔχων ἐπὶ τῆς κεφαλῆς βασιλεὺς ὤν,False,515.0,0.9973012804985046,True
tlg0019.tlg006.perseus-grc2:676,tlg0019.tlg006.perseus-grc2,ἡ δʼ αὖ θυγάτηρ γλαῦχʼ ὁ δʼ Ἀπόλλων ὥσπερ θεράπων ἱέρακα,False,515.0,0.5765866041183472,True
tlg0019.tlg006.perseus-grc2:677,tlg0019.tlg006.perseus-grc2,νὴ τὴν Δήμητρʼ εὖ ταῦτα λέγεις,False,517.0,0.00044057515333406627,False
tlg0019.tlg006.perseus-grc2:678,tlg0019.tlg006.perseus-grc2,τίνος οὕνεκα ταῦτʼ ἄρʼ ἔχουσιν,False,517.0,0.00048067921306937933,False
tlg0019.tlg006.perseus-grc2:679,tlg0019.tlg006.perseus-grc2,ἵνʼ ὅταν θύων τις ἔπειτʼ αὐτοῖς ἐς τὴν χεῖρʼ ὡς νόμος ἐστίν,False,520.0,0.0004063833912368864,False
tlg0019.tlg006.perseus-grc2:680,tlg0019.tlg006.perseus-grc2,τὰ σπλάγχνα διδῷ τοῦ Διὸς αὐτοὶ πρότεροι τὰ σπλάγχνα λάβωσιν,False,520.0,0.001880448660813272,False
tlg0019.tlg006.perseus-grc2:681,tlg0019.tlg006.perseus-grc2,ὤμνυ τʼ οὐδεὶς τότʼ ἂν ἀνθρώπων θεόν ἀλλʼ ὄρνιθας ἅπαντες,False,520.0,0.0033394452184438705,False
tlg0019.tlg006.perseus-grc2:682,tlg0019.tlg006.perseus-grc2,Λάμπων δʼ ὄμνυσʼ ἔτι καὶ νυνὶ τὸν χῆνʼ ὅταν ἐξαπατᾷ τι,False,520.0,0.0004096611519344151,False
tlg0019.tlg006.perseus-grc2:683,tlg0019.tlg006.perseus-grc2,οὕτως ὑμᾶς πάντες πρότερον μεγάλους ἁγίους τʼ ἐνόμιζον,False,520.0,0.0005946720484644175,False
tlg0019.tlg006.perseus-grc2:684,tlg0019.tlg006.perseus-grc2,νῦν δʼ ἀνδράποδʼ ἠλιθίους Μανᾶς,False,530.5,0.0004634896176867187,False
tlg0019.tlg006.perseus-grc2:685,tlg0019.tlg006.perseus-grc2,ὥσπερ δʼ ἤδη τοὺς μαινομένους,False,530.5,0.03400331363081932,False
tlg0019.tlg006.perseus-grc2:686,tlg0019.tlg006.perseus-grc2,βάλλουσʼ ὑμᾶς κἀν τοῖς ἱεροῖς,False,530.5,0.0004939791979268193,False
tlg0019.tlg006.perseus-grc2:687,tlg0019.tlg006.perseus-grc2,πᾶς τις ἐφʼ ὑμῖν ὀρνιθευτὴς,False,530.5,0.0004466283426154405,False
tlg0019.tlg006.perseus-grc2:688,tlg0019.tlg006.perseus-grc2,ἵστησι βρόχους παγίδας ῥάβδους,False,530.5,0.011038742028176785,False
tlg0019.tlg006.perseus-grc2:689,tlg0019.tlg006.perseus-grc2,ἕρκη νεφέλας δίκτυα πηκτάς,False,530.5,0.0217354204505682,False
tlg0019.tlg006.perseus-grc2:690,tlg0019.tlg006.perseus-grc2,εἶτα λαβόντες πωλοῦσʼ ἁθρόους,False,530.5,0.9738833904266357,True
tlg0019.tlg006.perseus-grc2:691,tlg0019.tlg006.perseus-grc2,οἱ δʼ ὠνοῦνται βλιμάζοντες,False,530.5,0.47980308532714844,False
tlg0019.tlg006.perseus-grc2:692,tlg0019.tlg006.perseus-grc2,κοὐδʼ οὖν εἴπερ ταῦτα δοκεῖ δρᾶν,False,530.5,0.0012516736751422286,False
tlg0019.tlg006.perseus-grc2:693,tlg0019.tlg006.perseus-grc2,ὀπτησάμενοι παρέθενθʼ ὑμᾶς,False,530.5,0.0004104965482838452,False
tlg0019.tlg006.perseus-grc2:694,tlg0019.tlg006.perseus-grc2,ἀλλʼ ἐπικνῶσιν τυρὸν ἔλαιον,False,530.5,0.010983744636178017,False
tlg0019.tlg006.perseus-grc2:695,tlg0019.tlg006.perseus-grc2,σίλφιον ὄξος καὶ τρίψαντες,False,530.5,0.6598030924797058,True
tlg0019.tlg006.perseus-grc2:696,tlg0019.tlg006.perseus-grc2,κατάχυσμʼ ἕτερον γλυκὺ καὶ λιπαρόν,False,530.5,0.14420519769191742,False
tlg0019.tlg006.perseus-grc2:697,tlg0019.tlg006.perseus-grc2,κἄπειτα κατεσκέδασαν θερμὸν,False,530.5,0.9841170907020569,True
tlg0019.tlg006.perseus-grc2:698,tlg0019.tlg006.perseus-grc2,τοῦτο καθʼ ὑμῶν,False,530.5,0.0004244896408636123,False
tlg0019.tlg006.perseus-grc2:699,tlg0019.tlg006.perseus-grc2,αὐτῶν ὥσπερ κενεβρείων,False,530.5,0.014406871981918812,False
tlg0019.tlg006.perseus-grc2:700,tlg0019.tlg006.perseus-grc2,πολὺ δὴ πολὺ δὴ χαλεπωτάτους λόγους,False,543.0,0.0006798568065278232,False
tlg0019.tlg006.perseus-grc2:701,tlg0019.tlg006.perseus-grc2,ἤνεγκας ἄνθρωφʼ,False,543.0,0.014892343431711197,False
tlg0019.tlg006.perseus-grc2:702,tlg0019.tlg006.perseus-grc2,ὡς ἐδάκρυσά γʼ ἐμῶν,False,543.0,0.0004954293835908175,False
tlg0019.tlg006.perseus-grc2:703,tlg0019.tlg006.perseus-grc2,πατέρων κάκην οἳ,False,543.0,0.0016552951419726014,False
tlg0019.tlg006.perseus-grc2:704,tlg0019.tlg006.perseus-grc2,τάσδε τὰς τιμὰς προγόνων παραδόντων,False,543.0,0.0005453587509691715,False
tlg0019.tlg006.perseus-grc2:705,tlg0019.tlg006.perseus-grc2,ἐπʼ ἐμοῦ κατέλυσαν,False,543.0,0.00045815386692993343,False
tlg0019.tlg006.perseus-grc2:706,tlg0019.tlg006.perseus-grc2,σὺ δέ μοι κατὰ δαίμονα καί τινα συντυχίαν,False,543.0,0.00041513482574373484,False
tlg0019.tlg006.perseus-grc2:707,tlg0019.tlg006.perseus-grc2,ἀγαθὴν ἥκεις ἐμοὶ σωτήρ,False,543.0,0.000468259968329221,False
tlg0019.tlg006.perseus-grc2:708,tlg0019.tlg006.perseus-grc2,ἀναθεὶς γὰρ ἐγώ σοι,False,543.0,0.0004659357655327767,False
tlg0019.tlg006.perseus-grc2:709,tlg0019.tlg006.perseus-grc2,τὰ νεοττία κἀμαυτὸν οἰκήσω,False,543.0,0.0004578897205647081,False
tlg0019.tlg006.perseus-grc2:710,tlg0019.tlg006.perseus-grc2,ἀλλʼ ὅ τι χρὴ δρᾶν σὺ δίδασκε παρών,False,548.5,0.0004511185397859663,False
tlg0019.tlg006.perseus-grc2:711,tlg0019.tlg006.perseus-grc2,ὡς ζῆν οὐκ ἄξιον ἡμῖν,False,548.5,0.00041398030589334667,False
tlg0019.tlg006.perseus-grc2:712,tlg0019.tlg006.perseus-grc2,εἰ μὴ κομιούμεθα παντὶ τρόπῳ τὴν ἡμετέραν βασιλείαν,False,548.5,0.0004183852288406342,False
tlg0019.tlg006.perseus-grc2:713,tlg0019.tlg006.perseus-grc2,καὶ δὴ τοίνυν πρῶτα διδάσκω μίαν ὀρνίθων πόλιν εἶναι,False,551.0,0.0004014559381175786,False
tlg0019.tlg006.perseus-grc2:714,tlg0019.tlg006.perseus-grc2,κἄπειτα τὸν ἀέρα πάντα κύκλῳ καὶ πᾶν τουτὶ τὸ μεταξὺ,False,551.0,0.5246772170066833,True
tlg0019.tlg006.perseus-grc2:715,tlg0019.tlg006.perseus-grc2,περιτειχίζειν μεγάλαις πλίνθοις ὀπταῖς ὥσπερ Βαβυλῶνα,False,551.0,0.005998045671731234,False
tlg0019.tlg006.perseus-grc2:716,tlg0019.tlg006.perseus-grc2,ὦ Κεβριόνη καὶ Πορφυρίων ὡς σμερδαλέον τὸ πόλισμα,False,553.0,0.1399238556623459,False
tlg0019.tlg006.perseus-grc2:717,tlg0019.tlg006.perseus-grc2,κἄπειτʼ ἢν τοῦτʼ ἐπανεστήκῃ τὴν ἀρχὴν τὸν Δίʼ ἀπαιτεῖν,False,561.5,0.029668014496564865,False
tlg0019.tlg006.perseus-grc2:718,tlg0019.tlg006.perseus-grc2,κἂν μὲν μὴ φῇ μηδʼ ἐθελήσῃ μηδʼ εὐθὺς γνωσιμαχήσῃ,False,561.5,0.0004095834447070956,False
tlg0019.tlg006.perseus-grc2:719,tlg0019.tlg006.perseus-grc2,ἱερὸν πόλεμον πρωὐδᾶν αὐτῷ καὶ τοῖσι θεοῖσιν ἀπειπεῖν,False,561.5,0.9924054741859436,True
tlg0019.tlg006.perseus-grc2:720,tlg0019.tlg006.perseus-grc2,διὰ τῆς χώρας τῆς ὑμετέρας ἐστυκόσι μὴ διαφοιτᾶν,False,561.5,0.0005953020299784839,False
tlg0019.tlg006.perseus-grc2:721,tlg0019.tlg006.perseus-grc2,ὥσπερ πρότερον μοιχεύσοντες τὰς Ἀλκμήνας κατέβαινον,False,561.5,0.009888804517686367,False
tlg0019.tlg006.perseus-grc2:722,tlg0019.tlg006.perseus-grc2,καὶ τὰς Ἀλόπας καὶ τὰς Σεμέλας,False,561.5,0.026156989857554436,False
tlg0019.tlg006.perseus-grc2:723,tlg0019.tlg006.perseus-grc2,ἤνπερ δʼ ἐπίωσʼ ἐπιβάλλειν,False,561.5,0.03845742344856262,False
tlg0019.tlg006.perseus-grc2:724,tlg0019.tlg006.perseus-grc2,σφραγῖδʼ αὐτοῖς ἐπὶ τὴν ψωλήν ἵνα μὴ βινῶσʼ ἔτʼ ἐκείνας,False,561.5,0.005191595759242773,False
tlg0019.tlg006.perseus-grc2:725,tlg0019.tlg006.perseus-grc2,τοῖς δʼ ἀνθρώποις ὄρνιν ἕτερον πέμψαι κήρυκα κελεύω,False,561.5,0.0006287659634836018,False
tlg0019.tlg006.perseus-grc2:726,tlg0019.tlg006.perseus-grc2,ὡς ὀρνίθων βασιλευόντων θύειν ὄρνισι τὸ λοιπόν,False,561.5,0.2943441867828369,False
tlg0019.tlg006.perseus-grc2:727,tlg0019.tlg006.perseus-grc2,κἄπειτα θεοῖς ὕστερον αὖθις,False,561.5,0.010095926001667976,False
tlg0019.tlg006.perseus-grc2:728,tlg0019.tlg006.perseus-grc2,προσνείμασθαι δὲ πρεπόντως,False,561.5,0.0060479347594082355,False
