work,sent_id,text,is_direct_speech,book,line,speaker_being,speaker_disguise,speaker_gender,speaker_name,speaker_number,p_narrative,pred_narrative
iliad,2275815,Ἥβη δ’ ἀμφ’ ὀχέεσσι θοῶς βάλε καμπύλα κύκλα χάλκεα ὀκτάκνημα σιδηρέῳ ἄξονι ἀμφίς.,False,5,722.5,,,,,,0.9966597557067871,True
iliad,2275816,"τῶν ἤτοι χρυσέη ἴτυς ἄφθιτος, αὐτὰρ ὕπερθε χάλκε’ ἐπίσσωτρα προσαρηρότα, θαῦμα ἰδέσθαι·",False,5,724.5,,,,,,0.35994118452072144,False
iliad,2275817,πλῆμναι δ’ ἀργύρου εἰσὶ περίδρομοι ἀμφοτέρωθεν·,False,5,726.0,,,,,,0.9949744939804077,True
iliad,2275818,"δίφρος δὲ χρυσέοισι καὶ ἀργυρέοισιν ἱμᾶσιν ἐντέταται, δοιαὶ δὲ περίδρομοι ἄντυγές εἰσι.",False,5,727.5,,,,,,0.9946862459182739,True
iliad,2275819,τοῦ δ’ ἐξ ἀργύρεος ῥυμὸς πέλεν·,False,5,729.0,,,,,,0.9971977472305298,True
iliad,2275820,"αὐτὰρ ἐπ’ ἄκρῳ δῆσε χρύσειον καλὸν ζυγόν, ἐν δὲ λέπαδνα κάλ’ ἔβαλε χρύσει’·",False,5,730.0,,,,,,0.9968816041946411,True
iliad,2275821,"ὑπὸ δὲ ζυγὸν ἤγαγεν Ἥρη ἵππους ὠκύποδας, μεμαυῖ’ ἔριδος καὶ ἀϋτῆς.",False,5,731.5,,,,,,0.9960797429084778,True
iliad,2275822,"αὐτὰρ Ἀθηναίη κούρη Διὸς αἰγιόχοιο πέπλον μὲν κατέχευεν ἑανὸν πατρὸς ἐπ’ οὔδει ποικίλον, ὅν ῥ’ αὐτὴ ποιήσατο καὶ κάμε χερσίν·",False,5,734.0,,,,,,0.9691361784934998,True
iliad,2275823,ἣ δὲ χιτῶν’ ἐνδῦσα Διὸς νεφεληγερέταο τεύχεσιν ἐς πόλεμον θωρήσσετο δακρυόεντα.,False,5,736.5,,,,,,0.9964548349380493,True
iliad,2275824,"ἀμφὶ δ’ ἄρ’ ὤμοισιν βάλετ’ αἰγίδα θυσσανόεσσαν δεινήν, ἣν περὶ μὲν πάντῃ Φόβος ἐστεφάνωται, ἐν δ’ Ἔρις, ἐν δ’ Ἀλκή, ἐν δὲ κρυόεσσα Ἰωκή, ἐν δέ τε Γοργείη κεφαλὴ δεινοῖο πελώρου δεινή τε σμερδνή τε, Διὸς τέρας αἰγιόχοιο.",False,5,740.0,,,,,,0.9948404431343079,True
iliad,2275825,"κρατὶ δ’ ἐπ’ ἀμφίφαλον κυνέην θέτο τετραφάληρον χρυσείην, ἑκατὸν πολίων πρυλέεσσ’ ἀραρυῖαν·",False,5,743.5,,,,,,0.9975687861442566,True
iliad,2275826,"ἐς δ’ ὄχεα φλόγεα ποσὶ βήσετο, λάζετο δ’ ἔγχος βριθὺ μέγα στιβαρόν, τῷ δάμνησι στίχας ἀνδρῶν ἡρώων, οἷσίν τε κοτέσσεται ὀβριμοπάτρη.",False,5,746.0,,,,,,0.9974604845046997,True
iliad,2275827,Ἥρη δὲ μάστιγι θοῶς ἐπεμαίετ’ ἄρ’ ἵππους·,False,5,748.0,,,,,,0.9974162578582764,True
iliad,2275828,"αὐτόμαται δὲ πύλαι μύκον οὐρανοῦ ἃς ἔχον Ὧραι, τῇς ἐπιτέτραπται μέγας οὐρανὸς Οὔλυμπός τε ἠμὲν ἀνακλῖναι πυκινὸν νέφος ἠδ’ ἐπιθεῖναι.",False,5,750.0,,,,,,0.9793339967727661,True
iliad,2275829,τῇ ῥα δι’ αὐτάων κεντρηνεκέας ἔχον ἵππους·,False,5,752.0,,,,,,0.9973829388618469,True
iliad,2275830,εὗρον δὲ Κρονίωνα θεῶν ἄτερ ἥμενον ἄλλων ἀκροτάτῃ κορυφῇ πολυδειράδος Οὐλύμποιο.,False,5,753.5,,,,,,0.6419817209243774,True
iliad,2275831,ἔνθ’ ἵππους στήσασα θεὰ λευκώλενος Ἥρη Ζῆν’ ὕπατον Κρονίδην ἐξείρετο καὶ προσέειπε·,False,5,755.5,,,,,,0.997620165348053,True
iliad,2275832,"Ζεῦ πάτερ οὐ νεμεσίζῃ Ἄρῃ τάδε καρτερὰ ἔργα ὁσσάτιόν τε καὶ οἷον ἀπώλεσε λαὸν Ἀχαιῶν μὰψ ἀτὰρ οὐ κατὰ κόσμον ἐμοὶ δ’ ἄχος, οἳ δὲ ἕκηλοι τέρπονται Κύπρίς τε καὶ ἀργυρότοξος Ἀπόλλων ἄφρονα τοῦτον ἀνέντες, ὃς οὔ τινα οἶδε θέμιστα;",True,5,759.0,,,,,,0.00046264828415587544,False
iliad,2275833,"Ζεῦ πάτερ ἦ ῥά τί μοι κεχολώσεαι, αἴ κεν Ἄρηα λυγρῶς πεπληγυῖα μάχης ἐξαποδίωμαι;",True,5,762.5,,,,,,0.0004262862494215369,False
iliad,2275834,τὴν δ’ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς·,False,5,764.0,,,,,,0.9977403879165649,True
iliad,2275835,"ἄγρει μάν οἱ ἔπορσον Ἀθηναίην ἀγελείην, ἥ ἑ μάλιστ’ εἴωθε κακῇς ὀδύνῃσι πελάζειν.",True,5,765.5,,,,,,0.008983394131064415,False
iliad,2275836,"ὣς ἔφατ’, οὐδ’ ἀπίθησε θεὰ λευκώλενος Ἥρη, μάστιξεν δ’ ἵππους·",False,5,767.5,,,,,,0.9976102113723755,True
iliad,2275837,τὼ δ’ οὐκ ἀέκοντε πετέσθην μεσσηγὺς γαίης τε καὶ οὐρανοῦ ἀστερόεντος.,False,5,768.5,,,,,,0.9969653487205505,True
iliad,2275838,"ὅσσον δ’ ἠεροειδὲς ἀνὴρ ἴδεν ὀφθαλμοῖσιν ἥμενος ἐν σκοπιῇ, λεύσσων ἐπὶ οἴνοπα πόντον, τόσσον ἐπιθρῴσκουσι θεῶν ὑψηχέες ἵπποι.",False,5,771.0,,,,,,0.992316722869873,True
iliad,2275839,"ἀλλ’ ὅτε δὴ Τροίην ἷξον ποταμώ τε ῥέοντε, ἧχι ῥοὰς Σιμόεις συμβάλλετον ἠδὲ Σκάμανδρος, ἔνθ’ ἵππους ἔστησε θεὰ λευκώλενος Ἥρη λύσασ’ ἐξ ὀχέων, περὶ δ’ ἠέρα πουλὺν ἔχευε·",False,5,774.5,,,,,,0.9952523708343506,True
iliad,2275840,τοῖσιν δ’ ἀμβροσίην Σιμόεις ἀνέτειλε νέμεσθαι.,False,5,777.0,,,,,,0.9972624778747559,True
iliad,2275841,αἳ δὲ βάτην τρήρωσι πελειάσιν ἴθμαθ’ ὁμοῖαι ἀνδράσιν Ἀργείοισιν ἀλεξέμεναι μεμαυῖαι·,False,5,778.5,,,,,,0.9943830966949463,True
iliad,2275842,"ἀλλ’ ὅτε δή ῥ’ ἵκανον ὅθι πλεῖστοι καὶ ἄριστοι ἕστασαν ἀμφὶ βίην Διομήδεος ἱπποδάμοιο εἰλόμενοι λείουσιν ἐοικότες ὠμοφάγοισιν ἢ συσὶ κάπροισιν, τῶν τε σθένος οὐκ ἀλαπαδνόν, ἔνθα στᾶσ’ ἤϋσε θεὰ λευκώλενος Ἥρη Στέντορι εἰσαμένη μεγαλήτορι χαλκεοφώνῳ, ὃς τόσον αὐδήσασχ’ ὅσον ἄλλοι πεντήκοντα·",False,5,783.0,,,,,,0.9931816458702087,True
iliad,2275843,αἰδὼς Ἀργεῖοι κάκ’ ἐλέγχεα εἶδος ἀγητοί·,True,5,787.0,,,,,,0.0004730288637802005,False
iliad,2275844,"ὄφρα μὲν ἐς πόλεμον πωλέσκετο δῖος Ἀχιλλεύς, οὐδέ ποτε Τρῶες πρὸ πυλάων Δαρδανιάων οἴχνεσκον·",True,5,789.0,,,,,,0.974353551864624,True
iliad,2275845,κείνου γὰρ ἐδείδισαν ὄβριμον ἔγχος·,True,5,790.0,,,,,,0.0004962392267771065,False
iliad,2275846,νῦν δὲ ἑκὰς πόλιος κοίλῃς ἐπὶ νηυσὶ μάχονται.,True,5,791.0,,,,,,0.00041403473005630076,False
iliad,2275847,ὣς εἰποῦσ’ ὄτρυνε μένος καὶ θυμὸν ἑκάστου.,False,5,792.0,,,,,,0.997461199760437,True
iliad,2275848,Τυδεΐδῃ δ’ ἐπόρουσε θεὰ γλαυκῶπις Ἀθήνη·,False,5,793.0,,,,,,0.9976576566696167,True
iliad,2275849,εὗρε δὲ τόν γε ἄνακτα παρ’ ἵπποισιν καὶ ὄχεσφιν ἕλκος ἀναψύχοντα τό μιν βάλε Πάνδαρος ἰῷ.,False,5,794.5,,,,,,0.996820330619812,True
iliad,2275850,ἱδρὼς γάρ μιν ἔτειρεν ὑπὸ πλατέος τελαμῶνος ἀσπίδος εὐκύκλου·,False,5,796.5,,,,,,0.9955279231071472,True
iliad,2275851,"τῷ τείρετο, κάμνε δὲ χεῖρα, ἂν δ’ ἴσχων τελαμῶνα κελαινεφὲς αἷμ’ ἀπομόργνυ.",False,5,797.5,,,,,,0.9946374297142029,True
iliad,2275852,ἱππείου δὲ θεὰ ζυγοῦ ἥψατο φώνησέν τε·,False,5,799.0,,,,,,0.9973445534706116,True
iliad,2275853,ἦ ὀλίγον οἷ παῖδα ἐοικότα γείνατο Τυδεύς.,True,5,800.0,,,,,,0.06985258311033249,False
iliad,2275854,"Τυδεύς τοι μικρὸς μὲν ἔην δέμας, ἀλλὰ μαχητής·",True,5,801.0,,,,,,0.007075721397995949,False
iliad,2275855,"καί ῥ’ ὅτε πέρ μιν ἐγὼ πολεμίζειν οὐκ εἴασκον οὐδ’ ἐκπαιφάσσειν, ὅτε τ’ ἤλυθε νόσφιν Ἀχαιῶν ἄγγελος ἐς Θήβας πολέας μετὰ Καδμείωνας·",True,5,803.0,,,,,,0.0004285765462554991,False
iliad,2275856,δαίνυσθαί μιν ἄνωγον ἐνὶ μεγάροισιν ἕκηλον·,True,5,805.0,,,,,,0.0506635345518589,False
iliad,2275857,"αὐτὰρ ὃ θυμὸν ἔχων ὃν καρτερὸν ὡς τὸ πάρος περ κούρους Καδμείων προκαλίζετο, πάντα δ’ ἐνίκα ῥηϊδίως·",True,5,807.0,,,,,,0.8767942786216736,True
iliad,2275858,τοίη οἱ ἐγὼν ἐπιτάρροθος ἦα.,True,5,808.0,,,,,,0.00048395301564596593,False
iliad,2275859,"σοὶ δ’ ἤτοι μὲν ἐγὼ παρά θ’ ἵσταμαι ἠδὲ φυλάσσω, καί σε προφρονέως κέλομαι Τρώεσσι μάχεσθαι·",True,5,809.5,,,,,,0.00048783476813696325,False
iliad,2275860,ἀλλά σευ ἢ κάματος πολυᾶϊξ γυῖα δέδυκεν ἤ νύ σέ που δέος ἴσχει ἀκήριον·,True,5,811.5,,,,,,0.0004241880669724196,False
iliad,2275861,οὐ σύ γ’ ἔπειτα Τυδέος ἔκγονός ἐσσι δαΐφρονος Οἰνεΐδαο.,True,5,812.5,,,,,,0.000417885574279353,False
iliad,2275862,τὴν δ’ ἀπαμειβόμενος προσέφη κρατερὸς Διομήδης·,False,5,814.0,,,,,,0.9976513981819153,True
iliad,2275863,γιγνώσκω σε θεὰ θύγατερ Διὸς αἰγιόχοιο·,True,5,815.0,,,,,,0.0004055445606354624,False
iliad,2275864,τώ τοι προφρονέως ἐρέω ἔπος οὐδ’ ἐπικεύσω.,True,5,816.0,,,,,,0.0004182795528322458,False
iliad,2275865,"οὔτέ τί με δέος ἴσχει ἀκήριον οὔτέ τις ὄκνος, ἀλλ’ ἔτι σέων μέμνημαι ἐφετμέων ἃς ἐπέτειλας·",True,5,817.5,,,,,,0.00043238321086391807,False
iliad,2275866,οὔ μ’ εἴας μακάρεσσι θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις·,True,5,819.5,,,,,,0.00040830590296536684,False
iliad,2275867,"ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσ’ ἐς πόλεμον, τήν γ’ οὐτάμεν ὀξέϊ χαλκῷ.",True,5,820.5,,,,,,0.0009281300590373576,False
iliad,2275868,τοὔνεκα νῦν αὐτός τ’ ἀναχάζομαι ἠδὲ καὶ ἄλλους Ἀργείους ἐκέλευσα ἀλήμεναι ἐνθάδε πάντας·,True,5,822.5,,,,,,0.0004235627711750567,False
iliad,2275869,γιγνώσκω γὰρ Ἄρηα μάχην ἀνὰ κοιρανέοντα.,True,5,824.0,,,,,,0.0004781917086802423,False
iliad,2275870,τὸν δ’ ἠμείβετ’ ἔπειτα θεὰ γλαυκῶπις Ἀθήνη·,False,5,825.0,,,,,,0.9976750016212463,True
iliad,2275871,"Τυδεΐδη Διόμηδες ἐμῷ κεχαρισμένε θυμῷ μήτε σύ γ’ Ἄρηα τό γε δείδιθι μήτε τιν’ ἄλλον ἀθανάτων, τοίη τοι ἐγὼν ἐπιτάρροθός εἰμι·",True,5,827.0,,,,,,0.00044843205250799656,False
iliad,2275872,"ἀλλ’ ἄγ’ ἐπ’ Ἄρηϊ πρώτῳ ἔχε μώνυχας ἵππους, τύψον δὲ σχεδίην μηδ’ ἅζεο θοῦρον Ἄρηα τοῦτον μαινόμενον, τυκτὸν κακόν, ἀλλοπρόσαλλον, ὃς πρῴην μὲν ἐμοί τε καὶ Ἥρῃ στεῦτ’ ἀγορεύων Τρωσὶ μαχήσεσθαι, ἀτὰρ Ἀργείοισιν ἀρήξειν, νῦν δὲ μετὰ Τρώεσσιν ὁμιλεῖ, τῶν δὲ λέλασται.",True,5,831.5,,,,,,0.0004823510244023055,False
iliad,2275873,"ὣς φαμένη Σθένελον μὲν ἀφ’ ἵππων ὦσε χαμᾶζε, χειρὶ πάλιν ἐρύσασ’, ὃ δ’ ἄρ’ ἐμμαπέως ἀπόρουσεν·",False,5,835.5,,,,,,0.997584342956543,True
iliad,2275874,ἣ δ’ ἐς δίφρον ἔβαινε παραὶ Διομήδεα δῖον ἐμμεμαυῖα θεά·,False,5,837.5,,,,,,0.9975643157958984,True
iliad,2275875,μέγα δ’ ἔβραχε φήγινος ἄξων βριθοσύνῃ·,False,5,838.5,,,,,,0.9973840117454529,True
iliad,2275876,δεινὴν γὰρ ἄγεν θεὸν ἄνδρά τ’ ἄριστον.,False,5,839.0,,,,,,0.17100819945335388,False
iliad,2275877,λάζετο δὲ μάστιγα καὶ ἡνία Παλλὰς Ἀθήνη·,False,5,840.0,,,,,,0.9976298809051514,True
iliad,2275878,αὐτίκ’ ἐπ’ Ἄρηϊ πρώτῳ ἔχε μώνυχας ἵππους.,False,5,841.0,,,,,,0.997322142124176,True
iliad,2275879,ἤτοι ὃ μὲν Περίφαντα πελώριον ἐξενάριζεν Αἰτωλῶν ὄχ’ ἄριστον Ὀχησίου ἀγλαὸν υἱόν·,False,5,842.5,,,,,,0.99191814661026,True
iliad,2275880,τὸν μὲν Ἄρης ἐνάριζε μιαιφόνος·,False,5,844.0,,,,,,0.9976154565811157,True
iliad,2275881,"αὐτὰρ Ἀθήνη δῦν’ Ἄϊδος κυνέην, μή μιν ἴδοι ὄβριμος Ἄρης.",False,5,844.5,,,,,,0.9962611794471741,True
iliad,2275882,"ὡς δὲ ἴδε βροτολοιγὸς Ἄρης Διομήδεα δῖον, ἤτοι ὃ μὲν Περίφαντα πελώριον αὐτόθ’ ἔασε κεῖσθαι ὅθι πρῶτον κτείνων ἐξαίνυτο θυμόν, αὐτὰρ ὃ βῆ ῥ’ ἰθὺς Διομήδεος ἱπποδάμοιο.",False,5,847.5,,,,,,0.9975534081459045,True
iliad,2275883,"οἳ δ’ ὅτε δὴ σχεδὸν ἦσαν ἐπ’ ἀλλήλοισιν ἰόντες, πρόσθεν Ἄρης ὠρέξαθ’ ὑπὲρ ζυγὸν ἡνία θ’ ἵππων ἔγχεϊ χαλκείῳ μεμαὼς ἀπὸ θυμὸν ἑλέσθαι·",False,5,851.0,,,,,,0.9971007704734802,True
iliad,2275884,καὶ τό γε χειρὶ λαβοῦσα θεὰ γλαυκῶπις Ἀθήνη ὦσεν ὑπὲκ δίφροιο ἐτώσιον ἀϊχθῆναι.,False,5,853.5,,,,,,0.9976073503494263,True
iliad,2275885,δεύτερος αὖθ’ ὡρμᾶτο βοὴν ἀγαθὸς Διομήδης ἔγχεϊ χαλκείῳ·,False,5,855.5,,,,,,0.9976198077201843,True
iliad,2275886,ἐπέρεισε δὲ Παλλὰς Ἀθήνη νείατον ἐς κενεῶνα ὅθι ζωννύσκετο μίτρῃ·,False,5,856.5,,,,,,0.9966502785682678,True
iliad,2275887,"τῇ ῥά μιν οὖτα τυχών, διὰ δὲ χρόα καλὸν ἔδαψεν, ἐκ δὲ δόρυ σπάσεν αὖτις·",False,5,858.5,,,,,,0.997238039970398,True
iliad,2275888,ὃ δ’ ἔβραχε χάλκεος Ἄρης ὅσσόν τ’ ἐννεάχιλοι ἐπίαχον ἢ δεκάχιλοι ἀνέρες ἐν πολέμῳ ἔριδα ξυνάγοντες Ἄρηος.,False,5,860.0,,,,,,0.9962859153747559,True
iliad,2275889,τοὺς δ’ ἄρ’ ὑπὸ τρόμος εἷλεν Ἀχαιούς τε Τρῶάς τε δείσαντας·,False,5,862.5,,,,,,0.9974164962768555,True
iliad,2275890,τόσον ἔβραχ’ Ἄρης ἆτος πολέμοιο.,False,5,863.0,,,,,,0.9928493499755859,True
iliad,2275891,"οἵη δ’ ἐκ νεφέων ἐρεβεννὴ φαίνεται ἀὴρ καύματος ἐξ ἀνέμοιο δυσαέος ὀρνυμένοιο, τοῖος Τυδεΐδῃ Διομήδεϊ χάλκεος Ἄρης φαίνεθ’ ὁμοῦ νεφέεσσιν ἰὼν εἰς οὐρανὸν εὐρύν.",False,5,865.5,,,,,,0.9598814249038696,True
iliad,2275892,"καρπαλίμως δ’ ἵκανε θεῶν ἕδος αἰπὺν Ὄλυμπον, πὰρ δὲ Διὶ Κρονίωνι καθέζετο θυμὸν ἀχεύων, δεῖξεν δ’ ἄμβροτον αἷμα καταρρέον ἐξ ὠτειλῆς, καί ῥ’ ὀλοφυρόμενος ἔπεα πτερόεντα προσηύδα·",False,5,869.5,,,,,,0.9975091218948364,True
iliad,2275893,Ζεῦ πάτερ οὐ νεμεσίζῃ ὁρῶν τάδε καρτερὰ ἔργα;,True,5,872.0,,,,,,0.0004220432892907411,False
iliad,2275894,"αἰεί τοι ῥίγιστα θεοὶ τετληότες εἰμὲν ἀλλήλων ἰότητι, χάριν ἄνδρεσσι φέροντες.",True,5,873.5,,,,,,0.0004307241179049015,False
iliad,2275895,σοὶ πάντες μαχόμεσθα·,True,5,875.0,,,,,,0.00043621225631795824,False
iliad,2275896,"σὺ γὰρ τέκες ἄφρονα κούρην οὐλομένην, ᾗ τ’ αἰὲν ἀήσυλα ἔργα μέμηλεν.",True,5,875.5,,,,,,0.0012887069024145603,False
iliad,2275897,ἄλλοι μὲν γὰρ πάντες ὅσοι θεοί εἰσ’ ἐν Ὀλύμπῳ σοί τ’ ἐπιπείθονται καὶ δεδμήμεσθα ἕκαστος·,True,5,877.5,,,,,,0.0004508811980485916,False
iliad,2275898,"ταύτην δ’ οὔ τ’ ἔπεϊ προτιβάλλεαι οὔτέ τι ἔργῳ, ἀλλ’ ἀνιεῖς, ἐπεὶ αὐτὸς ἐγείναο παῖδ’ ἀΐδηλον·",True,5,879.5,,,,,,0.0004551720048766583,False
iliad,2275899,ἣ νῦν Τυδέος υἱὸν ὑπερφίαλον Διομήδεα μαργαίνειν ἀνέηκεν ἐπ’ ἀθανάτοισι θεοῖσι.,True,5,881.5,,,,,,0.0007525316905230284,False
iliad,2275900,"Κύπριδα μὲν πρῶτον σχεδὸν οὔτασε χεῖρ’ ἐπὶ καρπῷ, αὐτὰρ ἔπειτ’ αὐτῷ μοι ἐπέσσυτο δαίμονι ἶσος·",True,5,883.5,,,,,,0.0009758472442626953,False
iliad,2275901,ἀλλά μ’ ὑπήνεικαν ταχέες πόδες·,True,5,885.0,,,,,,0.00042202757322229445,False
iliad,2275902,"ἦ τέ κε δηρὸν αὐτοῦ πήματ’ ἔπασχον ἐν αἰνῇσιν νεκάδεσσιν, ἤ κε ζὼς ἀμενηνὸς ἔα χαλκοῖο τυπῇσι.",True,5,886.0,,,,,,0.0015461285365745425,False
iliad,2275903,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη νεφεληγερέτα Ζεύς.,False,5,888.0,,,,,,0.9976697564125061,True
iliad,2275904,μή τί μοι ἀλλοπρόσαλλε παρεζόμενος μινύριζε.,True,5,889.0,,,,,,0.00041040402720682323,False
iliad,2275905,ἔχθιστος δέ μοί ἐσσι θεῶν οἳ Ὄλυμπον ἔχουσιν·,True,5,890.0,,,,,,0.0004177487571723759,False
iliad,2275906,αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε.,True,5,891.0,,,,,,0.0005174324032850564,False
iliad,2275907,μητρός τοι μένος ἐστὶν ἀάσχετον οὐκ ἐπιεικτὸν Ἥρης·,True,5,892.5,,,,,,0.0004189547325950116,False
iliad,2275908,τὴν μὲν ἐγὼ σπουδῇ δάμνημ’ ἐπέεσσι·,True,5,893.0,,,,,,0.00044983052066527307,False
iliad,2275909,τώ σ’ ὀΐω κείνης τάδε πάσχειν ἐννεσίῃσιν.,True,5,894.0,,,,,,0.00044910298311151564,False
iliad,2275910,ἀλλ’ οὐ μάν σ’ ἔτι δηρὸν ἀνέξομαι ἄλγε’ ἔχοντα·,True,5,895.0,,,,,,0.0004289357748348266,False
iliad,2275911,"ἐκ γὰρ ἐμεῦ γένος ἐσσί, ἐμοὶ δέ σε γείνατο μήτηρ·",True,5,896.0,,,,,,0.0005087048630230129,False
iliad,2275912,εἰ δέ τευ ἐξ ἄλλου γε θεῶν γένευ ὧδ’ ἀΐδηλος καί κεν δὴ πάλαι ἦσθα ἐνέρτερος Οὐρανιώνων.,True,5,897.5,,,,,,0.0004341025196481496,False
iliad,2275913,"ὣς φάτο, καὶ Παιήον’ ἀνώγειν ἰήσασθαι.",False,5,899.0,,,,,,0.9975786805152893,True
iliad,2275914,τῷ δ’ ἐπὶ Παιήων ὀδυνήφατα φάρμακα πάσσων ἠκέσατ’·,False,5,900.5,,,,,,0.8557982444763184,True
iliad,2275915,οὐ μὲν γάρ τι καταθνητός γ’ ἐτέτυκτο.,False,5,901.0,,,,,,0.027187103405594826,False
iliad,2275916,"ὡς δ’ ὅτ’ ὀπὸς γάλα λευκὸν ἐπειγόμενος συνέπηξεν ὑγρὸν ἐόν, μάλα δ’ ὦκα περιτρέφεται κυκόωντι, ὣς ἄρα καρπαλίμως ἰήσατο θοῦρον Ἄρηα.",False,5,903.0,,,,,,0.9952521324157715,True
iliad,2275917,"τὸν δ’ Ἥβη λοῦσεν, χαρίεντα δὲ εἵματα ἕσσε·",False,5,905.0,,,,,,0.9947208166122437,True
iliad,2275918,πὰρ δὲ Διὶ Κρονίωνι καθέζετο κύδεϊ γαίων.,False,5,906.0,,,,,,0.9969950914382935,True
iliad,2275919,αἳ δ’ αὖτις πρὸς δῶμα Διὸς μεγάλοιο νέοντο Ἥρη τ’ Ἀργείη καὶ Ἀλαλκομενηῒς Ἀθήνη παύσασαι βροτολοιγὸν Ἄρη’ ἀνδροκτασιάων.,False,5,908.0,,,,,,0.9958621263504028,True
iliad,2275920,Τρώων δ’ οἰώθη καὶ Ἀχαιῶν φύλοπις αἰνή·,False,6,1.0,,,,,,0.9975861310958862,True
iliad,2275921,πολλὰ δ’ ἄρ’ ἔνθα καὶ ἔνθ’ ἴθυσε μάχη πεδίοιο ἀλλήλων ἰθυνομένων χαλκήρεα δοῦρα μεσσηγὺς Σιμόεντος ἰδὲ Ξάνθοιο ῥοάων.,False,6,3.0,,,,,,0.9955652356147766,True
iliad,2275922,"Αἴας δὲ πρῶτος Τελαμώνιος ἕρκος Ἀχαιῶν Τρώων ῥῆξε φάλαγγα, φόως δ’ ἑτάροισιν ἔθηκεν, ἄνδρα βαλὼν ὃς ἄριστος ἐνὶ Θρῄκεσσι τέτυκτο υἱὸν Ἐϋσσώρου Ἀκάμαντ’ ἠΰν τε μέγαν τε.",False,6,6.5,,,,,,0.997408926486969,True
iliad,2275923,"τόν ῥ’ ἔβαλε πρῶτος κόρυθος φάλον ἱπποδασείης, ἐν δὲ μετώπῳ πῆξε, πέρησε δ’ ἄρ’ ὀστέον εἴσω αἰχμὴ χαλκείη·",False,6,10.0,,,,,,0.9975357055664062,True
iliad,2275924,τὸν δὲ σκότος ὄσσε κάλυψεν.,False,6,11.0,,,,,,0.9967716336250305,True
iliad,2275925,"Ἄξυλον δ’ ἄρ’ ἔπεφνε βοὴν ἀγαθὸς Διομήδης Τευθρανίδην, ὃς ἔναιεν ἐϋκτιμένῃ ἐν Ἀρίσβῃ ἀφνειὸς βιότοιο, φίλος δ’ ἦν ἀνθρώποισι.",False,6,13.0,,,,,,0.996566891670227,True
iliad,2275926,πάντας γὰρ φιλέεσκεν ὁδῷ ἔπι οἰκία ναίων.,False,6,15.0,,,,,,0.920871913433075,True
iliad,2275927,"ἀλλά οἱ οὔ τις τῶν γε τότ’ ἤρκεσε λυγρὸν ὄλεθρον πρόσθεν ὑπαντιάσας, ἀλλ’ ἄμφω θυμὸν ἀπηύρα αὐτὸν καὶ θεράποντα Καλήσιον, ὅς ῥα τόθ’ ἵππων ἔσκεν ὑφηνίοχος·",False,6,17.5,,,,,,0.9540626406669617,True
iliad,2275928,τὼ δ’ ἄμφω γαῖαν ἐδύτην.,False,6,19.0,,,,,,0.9689699411392212,True
iliad,2275929,Δρῆσον δ’ Εὐρύαλος καὶ Ὀφέλτιον ἐξενάριξε·,False,6,20.0,,,,,,0.9875484704971313,True
iliad,2275930,"βῆ δὲ μετ’ Αἴσηπον καὶ Πήδασον, οὕς ποτε νύμφη νηῒς Ἀβαρβαρέη τέκ’ ἀμύμονι Βουκολίωνι.",False,6,21.5,,,,,,0.9848667979240417,True
iliad,2275931,"Βουκολίων δ’ ἦν υἱὸς ἀγαυοῦ Λαομέδοντος πρεσβύτατος γενεῇ, σκότιον δέ ἑ γείνατο μήτηρ·",False,6,23.5,,,,,,0.9879903197288513,True
iliad,2275932,"ποιμαίνων δ’ ἐπ’ ὄεσσι μίγη φιλότητι καὶ εὐνῇ, ἣ δ’ ὑποκυσαμένη διδυμάονε γείνατο παῖδε.",False,6,25.5,,,,,,0.9884284138679504,True
iliad,2275933,καὶ μὲν τῶν ὑπέλυσε μένος καὶ φαίδιμα γυῖα Μηκιστηϊάδης καὶ ἀπ’ ὤμων τεύχε’ ἐσύλα.,False,6,27.5,,,,,,0.9962217807769775,True
iliad,2275934,Ἀστύαλον δ’ ἄρ’ ἔπεφνε μενεπτόλεμος Πολυποίτης·,False,6,29.0,,,,,,0.9976625442504883,True
iliad,2275935,"Πιδύτην δ’ Ὀδυσεὺς Περκώσιον ἐξενάριξεν ἔγχεϊ χαλκείῳ, Τεῦκρος δ’ Ἀρετάονα δῖον.",False,6,30.5,,,,,,0.9965873956680298,True
iliad,2275936,"Ἀντίλοχος δ’ Ἄβληρον ἐνήρατο δουρὶ φαεινῷ Νεστορίδης, Ἔλατον δὲ ἄναξ ἀνδρῶν Ἀγαμέμνων·",False,6,32.5,,,,,,0.997724711894989,True
iliad,2275937,ναῖε δὲ Σατνιόεντος ἐϋρρείταο παρ’ ὄχθας Πήδασον αἰπεινήν.,False,6,34.5,,,,,,0.996376097202301,True
iliad,2275938,Φύλακον δ’ ἕλε Λήϊτος ἥρως φεύγοντ’·,False,6,35.5,,,,,,0.9960134029388428,True
iliad,2275939,Εὐρύπυλος δὲ Μελάνθιον ἐξενάριξεν.,False,6,36.0,,,,,,0.9874433875083923,True
