play,sent_id,text,is_messenger_speech,line,p_narrative,pred_narrative
tlg0011.tlg003,tlg0011.tlg003.192,τί ποτε μενοινᾷ;,False,341.0,0.00041902269003912807,False
tlg0011.tlg003,tlg0011.tlg003.193,ποῦ ποτ’ εἶ;,False,341.0,0.0004819357709493488,False
tlg0011.tlg003,tlg0011.tlg003.194,τάλαιν’ ἐγώ.,False,341.0,0.00044210231862962246,False
tlg0011.tlg003,tlg0011.tlg003.195,Τεῦκρον καλῶ.,False,342.0,0.0006208948325365782,False
tlg0011.tlg003,tlg0011.tlg003.196,ποῦ Τεῦκρος;,False,342.0,0.000421669683419168,False
tlg0011.tlg003,tlg0011.tlg003.197,"ἢ τὸν εἰσαεὶ λεηλατήσει χρόνον, ἐγὼ δ’ ἀπόλλυμαι;",False,342.5,0.0005246438086032867,False
tlg0011.tlg003,tlg0011.tlg003.198,ἁνὴρ φρονεῖν ἔοικεν.,False,344.0,0.0005177314160391688,False
tlg0011.tlg003,tlg0011.tlg003.199,ἀλλ’ ἀνοίγετε.,False,344.0,0.0004077538033016026,False
tlg0011.tlg003,tlg0011.tlg003.200,τάχ’ ἄν τιν’ αἰδῶ κἀπ’ ἐμοὶ βλέψας λάβοι.,False,345.0,0.000562820874620229,False
tlg0011.tlg003,tlg0011.tlg003.201,"ἰδού, διοίγω·",False,346.0,0.0004167976730968803,False
tlg0011.tlg003,tlg0011.tlg003.202,"προσβλέπειν δ’ ἔξεστί σοι τὰ τοῦδε πράγη, καὐτὸς ὡς ἔχων κυρεῖ.",False,346.5,0.0004734867252409458,False
tlg0011.tlg003,tlg0011.tlg003.203,"ἰὼ φίλοι ναυβάται, μόνοι ἐμῶν φίλων, μόνοι ἔτ’ ἐμμένοντες ὀρθῷ νόμῳ, ἴδεσθέ μ’ οἷον ἄρτι κῦμα φοινίας ὑπὸ ζάλης ἀμφίδρομον κυκλεῖται.",False,350.0,0.00043590241693891585,False
tlg0011.tlg003,tlg0011.tlg003.204,οἴμ’ ὡς ἔοικας ὀρθὰ μαρτυρεῖν ἄγαν.,False,353.0,0.0004379534802865237,False
tlg0011.tlg003,tlg0011.tlg003.205,δηλοῖ δὲ τοὔργον ὡς ἀφροντίστως ἔχει.,False,355.0,0.011509883217513561,False
tlg0011.tlg003,tlg0011.tlg003.206,"ἰὼ γένος ναΐας ἀρωγὸν τέχνας, ἅλιον ὃς ἐπέβας ἑλίσσων πλάταν, σέ τοι σέ τοι μόνον δέδορκα πημονὰν ἐπαρκέσοντ’·",False,358.0,0.000402893841965124,False
tlg0011.tlg003,tlg0011.tlg003.207,ἀλλά με συνδάϊξον.,False,361.0,0.0004283325106371194,False
tlg0011.tlg003,tlg0011.tlg003.208,εὔφημα φώνει·,False,362.0,0.00234960182569921,False
tlg0011.tlg003,tlg0011.tlg003.209,"μὴ κακὸν κακῷ διδοὺς ἄκος, πλέον τὸ πῆμα τῆς ἄτης τίθει.",False,362.5,0.0014858210925012827,False
tlg0011.tlg003,tlg0011.tlg003.210,"ὁρᾷς τὸν θρασύν, τὸν εὐκάρδιον, τὸν ἐν δαΐοις ἄτρεστον μάχαις, ἐν ἀφόβοις με θηρσὶ δεινὸν χέρας;",False,365.0,0.02802392467856407,False
tlg0011.tlg003,tlg0011.tlg003.211,"ὤμοι γέλωτος, οἷον ὑβρίσθην ἄρα.",False,367.0,0.9570561647415161,True
tlg0011.tlg003,tlg0011.tlg003.212,"μή, δέσποτ’ Αἴας, λίσσομαί σ’, αὔδα τάδε.",False,368.0,0.0004555574560072273,False
tlg0011.tlg003,tlg0011.tlg003.213,οὐκ ἐκτός;,False,369.0,0.0018453808734193444,False
tlg0011.tlg003,tlg0011.tlg003.214,οὐκ ἄψορρον ἐκνεμεῖ πόδα;,False,369.0,0.00183067936450243,False
tlg0011.tlg003,tlg0011.tlg003.215,αἰαῖ αἰαῖ.,False,370.0,0.0009753344929777086,False
tlg0011.tlg003,tlg0011.tlg003.216,ὦ πρὸς θεῶν ὕπεικε καὶ φρόνησον εὖ.,False,371.0,0.0004406658699735999,False
tlg0011.tlg003,tlg0011.tlg003.217,"ὦ δύσμορος, ὃς χερὶ μὲν μεθῆκα τοὺς ἀλάστορας, ἐν δ’ ἑλίκεσσι βουσὶ καὶ κλυτοῖς πεσὼν αἰπολίοις ἐρεμνὸν αἷμ’ ἔδευσα.",False,374.0,0.0006721544777974486,False
tlg0011.tlg003,tlg0011.tlg003.218,τί δῆτ’ ἂν ἀλγοίης ἐπ’ ἐξειργασμένοις;,False,377.0,0.00040032912511378527,False
tlg0011.tlg003,tlg0011.tlg003.219,οὐ γὰρ γένοιτ’ ἂν ταῦθ’ ὅπως οὐχ ὧδ’ ἔχειν.,False,378.0,0.0004150377062615007,False
tlg0011.tlg003,tlg0011.tlg003.220,"ἰὼ πάνθ’ ὁρῶν ἁπάντων τ’ ἀεὶ κακῶν ὄργανον, τέκνον Λαρτίου, κακοπινέστατόν τ’ ἄλημα στρατοῦ, ἦ που πολὺν γέλωθ’ ὑφ’ ἡδονῆς ἄγεις.",False,380.5,0.0006887749768793583,False
tlg0011.tlg003,tlg0011.tlg003.221,ξύν τοι θεῷ πᾶς καὶ γελᾷ κὠδύρεται.,False,383.0,0.0016630965983495116,False
tlg0011.tlg003,tlg0011.tlg003.222,"ἴδοιμι μήν νιν, καίπερ ὧδ’ ἀτώμενος.",False,384.0,0.0004440413322299719,False
tlg0011.tlg003,tlg0011.tlg003.223,ἰώ μοί μοι.,False,385.0,0.0004528445133473724,False
tlg0011.tlg003,tlg0011.tlg003.224,μηδὲν μέγ’ εἴπῃς·,False,386.0,0.0004459574120119214,False
tlg0011.tlg003,tlg0011.tlg003.225,οὐχ ὁρᾷς ἵν’ εἶ κακοῦ;,False,386.0,0.0005043623386882246,False
tlg0011.tlg003,tlg0011.tlg003.226,"ὦ Ζεῦ, προγόνων προπάτωρ, πῶς ἂν τὸν αἱμυλώτατον, ἐχθρὸν ἄλημα, τούς τε δισσάρχας ὀλέσσας βασιλῆς τέλος θάνοιμι καὐτός;",False,389.0,0.00044556823559105396,False
tlg0011.tlg003,tlg0011.tlg003.227,"ὅταν κατεύχῃ ταῦθ’, ὁμοῦ κἀμοὶ θανεῖν εὔχου·",False,392.5,0.0004167639126535505,False
tlg0011.tlg003,tlg0011.tlg003.228,τί γὰρ δεῖ ζῆν με σοῦ τεθνηκότος;,False,393.0,0.00041331900865770876,False
tlg0011.tlg003,tlg0011.tlg003.229,"ἰὼ σκότος, ἐμὸν φάος, ἔρεβος ὦ φαεννότατον, ὡς ἐμοί, ἕλεσθ’ ἕλεσθέ μ’ οἰκήτορα, ἕλεσθέ μ’·",False,396.0,0.00047671349602751434,False
tlg0011.tlg003,tlg0011.tlg003.230,οὔτε γὰρ θεῶν γένος οὔθ’ ἁμερίων ἔτ’ ἄξιος βλέπειν τιν’ εἰς ὄνασιν ἀνθρώπων.,False,399.0,0.00356053514406085,False
tlg0011.tlg003,tlg0011.tlg003.231,ἀλλά μ’ ἁ Διὸς ἀλκίμα θεὸς ὀλέθρι’ αἰκίζει.,False,402.0,0.0004118429496884346,False
tlg0011.tlg003,tlg0011.tlg003.232,ποῖ τις οὖν φύγῃ;,False,404.0,0.0011877050856128335,False
tlg0011.tlg003,tlg0011.tlg003.233,ποῖ μολὼν μενῶ;,False,405.0,0.0004432107671163976,False
tlg0011.tlg003,tlg0011.tlg003.234,"εἰ τὰ μὲν φθίνει, φίλοι, τοιοῖσδ’ ὁμοῦ πέλας, μώραις δ’ ἄγραις προσκείμεθα, πᾶς δὲ στρατὸς δίπαλτος ἄν με χειρὶ φονεύοι.",False,406.5,0.0004105685220565647,False
tlg0011.tlg003,tlg0011.tlg003.235,"ὦ δυστάλαινα, τοιάδ’ ἄνδρα χρήσιμον φωνεῖν, ἃ πρόσθεν οὗτος οὐκ ἔτλη ποτ’ ἄν.",False,410.5,0.0004477063484955579,False
tlg0011.tlg003,tlg0011.tlg003.236,"ἰὼ πόροι ἁλίρροθοι πάραλά τ’ ἄντρα καὶ νέμος ἐπάκτιον, πολὺν πολύν με δαρόν τε δὴ κατείχετ’ ἀμφὶ Τροίαν χρόνον·",False,413.5,0.0009099511080421507,False
tlg0011.tlg003,tlg0011.tlg003.237,"ἀλλ’ οὐκέτι μ’, οὐκ ἔτ’ ἀμπνοὰς ἔχοντα·",False,415.5,0.0004987059510312974,False
tlg0011.tlg003,tlg0011.tlg003.238,τοῦτό τις φρονῶν ἴστω.,False,416.0,0.00044756766874343157,False
tlg0011.tlg003,tlg0011.tlg003.239,"ὦ Σκαμάνδριοι γείτονες ῥοαί, εὔφρονες Ἀργείοις, οὐκέτ’ ἄνδρα μὴ τόνδ’ ἴδητ’, ἔπος ἐξερῶ μέγ’, οἷον οὔτινα Τροία στρατοῦ δέρχθη χθονὸς μολόντ’ ἀπὸ Ἑλλανίδος·",False,421.5,0.0005716746090911329,False
tlg0011.tlg003,tlg0011.tlg003.240,τανῦν δ’ ἄτιμος ὧδε πρόκειμαι.,False,426.5,0.0005056548397988081,False
tlg0011.tlg003,tlg0011.tlg003.241,"οὔτοι σ’ ἀπείργειν οὐδ’ ὅπως ἐῶ λέγειν ἔχω, κακοῖς τοιοῖσδε συμπεπτωκότα.",False,428.5,0.0004222807183396071,False
tlg0011.tlg003,tlg0011.tlg003.242,αἰαῖ·,False,430.0,0.0005464134155772626,False
tlg0011.tlg003,tlg0011.tlg003.243,τίς ἄν ποτ’ ᾤεθ’ ὧδ’ ἐπώνυμον τοὐμὸν ξυνοίσειν ὄνομα τοῖς ἐμοῖς κακοῖς;,False,430.5,0.0005472640041261911,False
tlg0011.tlg003,tlg0011.tlg003.244,νῦν γὰρ πάρεστι καὶ δὶς αἰάζειν ἐμοὶ καὶ τρίς·,False,432.5,0.0004750036168843508,False
tlg0011.tlg003,tlg0011.tlg003.245,τοιούτοις γὰρ κακοῖς ἐντυγχάνω·,False,433.0,0.00041043906821869314,False
tlg0011.tlg003,tlg0011.tlg003.246,ὅτου πατὴρ μὲν τῆσδ’ ἀπ’ Ἰδαίας χθονὸς τὰ πρῶτα καλλιστεῖ’ ἀριστεύσας στρατοῦ πρὸς οἶκον ἦλθε πᾶσαν εὔκλειαν φέρων·,False,435.0,0.0029611685313284397,False
tlg0011.tlg003,tlg0011.tlg003.247,"ἐγὼ δ’ ὁ κείνου παῖς, τὸν αὐτὸν ἐς τόπον Τροίας ἐπελθὼν οὐκ ἐλάσσονι σθένει οὐδ’ ἔργα μείω χειρὸς ἀρκέσας ἐμῆς, ἄτιμος Ἀργείοισιν ὧδ’ ἀπόλλυμαι.",False,438.5,0.0004995447234250605,False
tlg0011.tlg003,tlg0011.tlg003.248,καίτοι τοσοῦτόν γ’ ἐξεπίστασθαι δοκῶ·,False,441.0,0.00042669582762755454,False
tlg0011.tlg003,tlg0011.tlg003.249,"εἰ ζῶν Ἀχιλλεὺς τῶν ὅπλων τῶν ὧν πέρι κρίνειν ἔμελλε κράτος ἀριστείας τινί, οὐκ ἄν τις αὔτ’ ἔμαρψεν ἄλλος ἀντ’ ἐμοῦ.",False,443.0,0.00042879453394562006,False
tlg0011.tlg003,tlg0011.tlg003.250,"νῦν δ’ αὔτ’ Ἀτρεῖδαι φωτὶ παντουργῷ φρένας ἔπραξαν, ἀνδρὸς τοῦδ’ ἀπώσαντες κράτη.",False,445.5,0.00041234816308133304,False
tlg0011.tlg003,tlg0011.tlg003.251,"κεἰ μὴ τόδ’ ὄμμα καὶ φρένες διάστροφοι γνώμης ἀπῇξαν τῆς ἐμῆς, οὐκ ἄν ποτε δίκην κατ’ ἄλλου φωτὸς ὧδ’ ἐψήφισαν.",False,448.0,0.00047131895553320646,False
tlg0011.tlg003,tlg0011.tlg003.252,"νῦν δ’ ἡ Διὸς γοργῶπις ἀδάματος θεὰ ἤδη μ’ ἐπ’ αὐτοῖς χεῖρ’ ἐπεντύνοντ’ ἐμὴν ἔσφηλεν, ἐμβαλοῦσα λυσσώδη νόσον, ὥστ’ ἐν τοιοῖσδε χεῖρας αἱμάξαι βοτοῖς·",False,451.5,0.0004308145144023001,False
tlg0011.tlg003,tlg0011.tlg003.253,"κεῖνοι δ’ ἐπεγγελῶσιν ἐκπεφευγότες, ἐμοῦ μὲν οὐχ ἑκόντος·",False,454.5,0.0004909700364805758,False
tlg0011.tlg003,tlg0011.tlg003.254,"εἰ δέ τις θεῶν βλάπτοι, φύγοι τἂν χὠ κακὸς τὸν κρείσσονα.",False,455.5,0.0005647882353514433,False
tlg0011.tlg003,tlg0011.tlg003.255,καὶ νῦν τί χρὴ δρᾶν;,False,457.0,0.00041472609154880047,False
tlg0011.tlg003,tlg0011.tlg003.256,"ὅστις ἐμφανῶς θεοῖς ἐχθαίρομαι, μισεῖ δέ μ’ Ἑλλήνων στρατός, ἔχθει δὲ Τροία πᾶσα καὶ πεδία τάδε.",False,458.0,0.000448012026026845,False
tlg0011.tlg003,tlg0011.tlg003.257,"πότερα πρὸς οἴκους, ναυλόχους λιπὼν ἕδρας μόνους τ’ Ἀτρείδας, πέλαγος Αἰγαῖον περῶ;",False,460.5,0.004924949258565903,False
tlg0011.tlg003,tlg0011.tlg003.258,καὶ ποῖον ὄμμα πατρὶ δηλώσω φανεὶς Τελαμῶνι;,False,462.5,0.00043332361383363605,False
tlg0011.tlg003,tlg0011.tlg003.259,"πῶς με τλήσεταί ποτ’ εἰσιδεῖν γυμνὸν φανέντα τῶν ἀριστείων ἄτερ, ὧν αὐτὸς ἔσχε στέφανον εὐκλείας μέγαν;",False,464.0,0.0008897573570720851,False
tlg0011.tlg003,tlg0011.tlg003.260,οὐκ ἔστι τοὔργον τλητόν.,False,466.0,0.0009132847771979868,False
tlg0011.tlg003,tlg0011.tlg003.261,"ἀλλὰ δῆτ’ ἰὼν πρὸς ἔρυμα Τρώων, ξυμπεσὼν μόνος μόνοις καὶ δρῶν τι χρηστόν, εἶτα λοίσθιον θάνω;",False,467.0,0.0006129575194790959,False
tlg0011.tlg003,tlg0011.tlg003.262,ἀλλ’ ὧδέ γ’ Ἀτρείδας ἂν εὐφράναιμί που.,False,469.0,0.0004527788842096925,False
tlg0011.tlg003,tlg0011.tlg003.263,οὐκ ἔστι ταῦτα.,False,470.0,0.0004204907745588571,False
tlg0011.tlg003,tlg0011.tlg003.264,πεῖρά τις ζητητέα τοιάδ’ ἀφ’ ἧς γέροντι δηλώσω πατρὶ μή τοι φύσιν γ’ ἄσπλαγχνος ἐκ κείνου γεγώς.,False,471.0,0.0004185376164969057,False
tlg0011.tlg003,tlg0011.tlg003.265,"αἰσχρὸν γὰρ ἄνδρα τοῦ μακροῦ χρῄζειν βίου, κακοῖσιν ὅστις μηδὲν ἐξαλλάσσεται.",False,473.5,0.0004214563232380897,False
tlg0011.tlg003,tlg0011.tlg003.266,τί γὰρ παρ’ ἦμαρ ἡμέρα τέρπειν ἔχει προσθεῖσα κἀναθεῖσα τοῦ γε κατθανεῖν;,False,475.5,0.0009355457732453942,False
tlg0011.tlg003,tlg0011.tlg003.267,οὐκ ἂν πριαίμην οὐδενὸς λόγου βροτὸν ὅστις κεναῖσιν ἐλπίσιν θερμαίνεται·,False,477.5,0.0004038399492856115,False
tlg0011.tlg003,tlg0011.tlg003.268,ἀλλ’ ἢ καλῶς ζῆν ἢ καλῶς τεθνηκέναι τὸν εὐγενῆ χρή.,False,479.5,0.00041540266829542816,False
tlg0011.tlg003,tlg0011.tlg003.269,πάντ’ ἀκήκοας λόγον.,False,480.0,0.0006655569304712117,False
tlg0011.tlg003,tlg0011.tlg003.270,"οὐδεὶς ἐρεῖ ποθ’ ὡς ὑπόβλητον λόγον, Αἴας, ἔλεξας, ἀλλὰ τῆς σαυτοῦ φρενός·",False,481.5,0.0012404945446178317,False
tlg0011.tlg003,tlg0011.tlg003.271,"παῦσαί γε μέντοι καὶ δὸς ἀνδράσιν φίλοις γνώμης κρατῆσαι, τάσδε φροντίδας μεθείς.",False,483.5,0.00041326979408040643,False
tlg0011.tlg003,tlg0011.tlg003.272,"ὦ δέσποτ’ Αἴας, τῆς ἀναγκαίας τύχης οὐκ ἔστιν οὐδὲν μεῖζον ἀνθρώποις κακόν.",False,485.5,0.00042389443842694163,False
tlg0011.tlg003,tlg0011.tlg003.273,"ἐγὼ δ’ ἐλευθέρου μὲν ἐξέφυν πατρός, εἴπερ τινὸς σθένοντος ἐν πλούτῳ Φρυγῶν·",False,487.5,0.000420587370172143,False
tlg0011.tlg003,tlg0011.tlg003.274,νῦν δ’ εἰμὶ δούλη·,False,489.0,0.0004674429364968091,False
tlg0011.tlg003,tlg0011.tlg003.275,θεοῖς γὰρ ὧδ’ ἔδοξέ που καὶ σῇ μάλιστα χειρί.,False,489.5,0.0004367843794170767,False
tlg0011.tlg003,tlg0011.tlg003.276,"τοιγαροῦν, ἐπεὶ τὸ σὸν λέχος ξυνῆλθον, εὖ φρονῶ τὰ σά, καί σ’ ἀντιάζω πρός τ’ ἐφεστίου Διὸς εὐνῆς τε τῆς σῆς, ᾗ συνηλλάχθης ἐμοί, μή μ’ ἀξιώσῃς βάξιν ἀλγεινὴν λαβεῖν τῶν σῶν ὑπ’ ἐχθρῶν, χειρίαν ἐφείς τινι.",False,492.5,0.0004767875943798572,False
tlg0011.tlg003,tlg0011.tlg003.277,"ᾗ γὰρ θάνῃς σὺ καὶ τελευτήσας ἀφῇς, ταύτῃ νόμιζε κἀμὲ τῇ τόθ’ ἡμέρᾳ βίᾳ ξυναρπασθεῖσαν Ἀργείων ὕπο ξὺν παιδὶ τῷ σῷ δουλίαν ἕξειν τροφήν.",False,497.5,0.000410357431974262,False
tlg0011.tlg003,tlg0011.tlg003.278,καί τις πικρὸν πρόσφθεγμα δεσποτῶν ἐρεῖ λόγοις ἰάπτων·,False,500.5,0.000636435579508543,False
tlg0011.tlg003,tlg0011.tlg003.279,"ἴδετε τὴν ὁμευνέτιν Αἴαντος, ὃς μέγιστον ἴσχυσεν στρατοῦ, οἵας λατρείας ἀνθ’ ὅσου ζήλου τρέφει.",False,502.0,0.024115338921546936,False
tlg0011.tlg003,tlg0011.tlg003.280,τοιαῦτ’ ἐρεῖ τις·,False,504.0,0.0004238843102939427,False
tlg0011.tlg003,tlg0011.tlg003.281,"κἀμὲ μὲν δαίμων ἐλᾷ, σοὶ δ’ αἰσχρὰ τἄπη ταῦτα καὶ τῷ σῷ γένει.",False,504.5,0.0004437783791217953,False
tlg0011.tlg003,tlg0011.tlg003.282,"ἀλλ’ αἴδεσαι μὲν πατέρα τὸν σὸν ἐν λυγρῷ γήρᾳ προλείπων, αἴδεσαι δὲ μητέρα πολλῶν ἐτῶν κληροῦχον, ἥ σε πολλάκις θεοῖς ἀρᾶται ζῶντα πρὸς δόμους μολεῖν·",False,507.5,0.0004353959229774773,False
tlg0011.tlg003,tlg0011.tlg003.283,"οἴκτιρε δ’, ὦναξ, παῖδα τὸν σόν, εἰ νέας τροφῆς στερηθεὶς σοῦ διοίσεται μόνος ὑπ’ ὀρφανιστῶν μὴ φίλων, ὅσον κακὸν κείνῳ τε κἀμοὶ τοῦθ’, ὅταν θάνῃς, νεμεῖς.",False,511.5,0.0004400555044412613,False
tlg0011.tlg003,tlg0011.tlg003.284,ἐμοὶ γὰρ οὐκέτ’ ἔστιν εἰς ὅ τι βλέπω πλὴν σοῦ.,False,514.5,0.0005071893683634698,False
tlg0011.tlg003,tlg0011.tlg003.285,"σὺ γάρ μοι πατρίδ’ ᾔστωσας δόρει, καὶ μητέρ’ ἄλλη μοῖρα τὸν φύσαντά τε καθεῖλεν Ἅιδου θανασίμους οἰκήτορας.",False,516.0,0.0007708474877290428,False
tlg0011.tlg003,tlg0011.tlg003.286,τίς δῆτ’ ἐμοὶ γένοιτ’ ἂν ἀντὶ σοῦ πατρίς;,False,518.0,0.0004973504110239446,False
tlg0011.tlg003,tlg0011.tlg003.287,τίς πλοῦτος;,False,519.0,0.0004302065062802285,False
tlg0011.tlg003,tlg0011.tlg003.288,ἐν σοὶ πᾶσ’ ἔγωγε σῴζομαι.,False,519.0,0.0004819964524358511,False
tlg0011.tlg003,tlg0011.tlg003.289,ἀλλ’ ἴσχε κἀμοῦ μνῆστιν·,False,520.0,0.0004564467817544937,False
tlg0011.tlg003,tlg0011.tlg003.290,"ἀνδρί τοι χρεὼν μνήμην προσεῖναι, τερπνὸν εἴ τί που πάθοι.",False,520.5,0.00040757915121503174,False
tlg0011.tlg003,tlg0011.tlg003.291,χάρις χάριν γάρ ἐστιν ἡ τίκτουσ’ ἀεί·,False,522.0,0.0013023848878219724,False
tlg0011.tlg003,tlg0011.tlg003.292,"ὅτου δ’ ἀπορρεῖ μνῆστις εὖ πεπονθότος, οὐκ ἂν γένοιτ’ ἔθ’ οὗτος εὐγενὴς ἀνήρ.",False,523.5,0.00045274521107785404,False
tlg0011.tlg003,tlg0011.tlg003.293,"Αἴας, ἔχειν σ’ ἂν οἶκτον ὡς κἀγὼ φρενὶ θέλοιμ’ ἄν·",False,525.5,0.0004565408162306994,False
tlg0011.tlg003,tlg0011.tlg003.294,αἰνοίης γὰρ ἂν τὰ τῆσδ’ ἔπη.,False,526.0,0.00042339565698057413,False
tlg0011.tlg003,tlg0011.tlg003.295,"καὶ κάρτ’ ἐπαίνου τεύξεται πρὸς γοῦν ἐμοῦ, ἐὰν μόνον τὸ ταχθὲν εὖ τολμᾷ τελεῖν.",False,527.5,0.00044598206295631826,False
tlg0011.tlg003,tlg0011.tlg003.296,"ἀλλ’ ὦ φίλ’ Αἴας, πάντ’ ἔγωγε πείσομαι.",False,529.0,0.0004608698363881558,False
tlg0011.tlg003,tlg0011.tlg003.297,"κόμιζέ νύν μοι παῖδα τὸν ἐμόν, ὡς ἴδω.",False,530.0,0.00043647619895637035,False
tlg0011.tlg003,tlg0011.tlg003.298,καὶ μὴν φόβοισί γ’ αὐτὸν ἐξελυσάμην.,False,531.0,0.0003953001869376749,False
tlg0011.tlg003,tlg0011.tlg003.299,ἐν τοῖσδε τοῖς κακοῖσιν;,False,532.0,0.0004111352900508791,False
tlg0011.tlg003,tlg0011.tlg003.300,ἢ τί μοι λέγεις;,False,532.0,0.0005086728488095105,False
tlg0011.tlg003,tlg0011.tlg003.301,μὴ σοί γέ που δύστηνος ἀντήσας θάνοι.,False,533.0,0.0004296220722608268,False
tlg0011.tlg003,tlg0011.tlg003.302,πρέπον γέ τἂν ἦν δαίμονος τοὐμοῦ τόδε.,False,534.0,0.0014953553909435868,False
tlg0011.tlg003,tlg0011.tlg003.303,ἀλλ’ οὖν ἐγὼ ’φύλαξα τοῦτό γ’ ἀρκέσαι.,False,535.0,0.0005095977685414255,False
tlg0011.tlg003,tlg0011.tlg003.304,ἐπῄνεσ’ ἔργον καὶ πρόνοιαν ἣν ἔθου.,False,536.0,0.007976877503097057,False
tlg0011.tlg003,tlg0011.tlg003.305,τί δῆτ’ ἂν ὡς ἐκ τῶνδ’ ἂν ὠφελοῖμί σε;,False,537.0,0.0005232103285379708,False
tlg0011.tlg003,tlg0011.tlg003.306,δός μοι προσειπεῖν αὐτὸν ἐμφανῆ τ’ ἰδεῖν.,False,538.0,0.0004240237467456609,False
tlg0011.tlg003,tlg0011.tlg003.307,καὶ μὴν πέλας γε προσπόλοις φυλάσσεται.,False,539.0,0.0004533978062681854,False
tlg0011.tlg003,tlg0011.tlg003.308,τί δῆτα μέλλει μὴ οὐ παρουσίαν ἔχειν;,False,540.0,0.00044815297587774694,False
tlg0011.tlg003,tlg0011.tlg003.309,"ὦ παῖ, πατὴρ καλεῖ σε.",False,541.0,0.00042963289888575673,False
tlg0011.tlg003,tlg0011.tlg003.310,δεῦρο προσπόλων ἄγ’ αὐτὸν ὅσπερ χερσὶν εὐθύνων κυρεῖς.,False,541.5,0.00040583169902674854,False
tlg0011.tlg003,tlg0011.tlg003.311,ἕρποντι φωνεῖς ἢ λελειμμένῳ λόγων;,False,543.0,0.00039846065919846296,False
tlg0011.tlg003,tlg0011.tlg003.312,καὶ δὴ κομίζει προσπόλων ὅδ’ ἐγγύθεν.,False,544.0,0.00046460653538815677,False
tlg0011.tlg003,tlg0011.tlg003.313,"αἶρ’ αὐτόν, αἶρε δεῦρο·",False,545.0,0.00043274773634038866,False
tlg0011.tlg003,tlg0011.tlg003.314,"ταρβήσει γὰρ οὒ νεοσφαγῆ που τόνδε προσλεύσσων φόνον, εἴπερ δικαίως ἔστ’ ἐμὸς τὰ πατρόθεν.",False,546.0,0.00047588127199560404,False
tlg0011.tlg003,tlg0011.tlg003.315,ἀλλ’ αὐτίκ’ ὠμοῖς αὐτὸν ἐν νόμοις πατρὸς δεῖ πωλοδαμνεῖν κἀξομοιοῦσθαι φύσιν.,False,548.5,0.0019036015728488564,False
tlg0011.tlg003,tlg0011.tlg003.316,"ὦ παῖ, γένοιο πατρὸς εὐτυχέστερος, τὰ δ’ ἄλλ’ ὅμοιος·",False,550.5,0.0004283398448023945,False
tlg0011.tlg003,tlg0011.tlg003.317,καὶ γένοι’ ἂν οὐ κακός.,False,551.0,0.00043581987847574055,False
tlg0011.tlg003,tlg0011.tlg003.318,"καίτοι σε καὶ νῦν τοῦτό γε ζηλοῦν ἔχω, ὁθούνεκ’ οὐδὲν τῶνδ’ ἐπαισθάνει κακῶν·",False,552.5,0.0004561431996989995,False
tlg0011.tlg003,tlg0011.tlg003.319,"ἐν τῷ φρονεῖν γὰρ μηδὲν ἥδιστος βίος, [τὸ μὴ φρονεῖν γὰρ κάρτ’ ἀνώδυνον κακόν] ἕως τὸ χαίρειν καὶ τὸ λυπεῖσθαι μάθῃς.",False,555.0,0.0007501165964640677,False
tlg0011.tlg003,tlg0011.tlg003.320,"ὅταν δ’ ἵκῃ πρὸς τοῦτο, δεῖ σ’ ὅπως πατρὸς δείξεις ἐν ἐχθροῖς, οἷος ἐξ οἵου ’τράφης.",False,557.5,0.0004188145976513624,False
tlg0011.tlg003,tlg0011.tlg003.321,"τέως δὲ κούφοις πνεύμασιν βόσκου, νέαν ψυχὴν ἀτάλλων, μητρὶ τῇδε χαρμονήν.",False,559.5,0.0008615767583250999,False
tlg0011.tlg003,tlg0011.tlg003.322,"οὔτοι σ’ Ἀχαιῶν, οἶδα, μή τις ὑβρίσῃ στυγναῖσι λώβαις, οὐδὲ χωρὶς ὄντ’ ἐμοῦ.",False,560.5,0.0004438703472260386,False
tlg0011.tlg003,tlg0011.tlg003.323,"τοῖον πυλωρὸν φύλακα Τεῦκρον ἀμφί σοι λείψω τροφῆ τ’ ἄοκνον ἔμπα, κεἰ τανῦν τηλωπὸς οἰχνεῖ, δυσμενῶν θήραν ἔχων.",False,563.0,0.0004026479145977646,False
tlg0011.tlg003,tlg0011.tlg003.324,"ἀλλ’, ἄνδρες ἀσπιστῆρες, ἐνάλιος λεώς, ὑμῖν τε κοινὴν τήνδ’ ἐπισκήπτω χάριν, κείνῳ τ’ ἐμὴν ἀγγείλατ’ ἐντολήν, ὅπως τὸν παῖδα τόνδε πρὸς δόμους ἐμοὺς ἄγων Τελαμῶνι δείξει μητρί τ’, Ἐριβοίᾳ λέγω, ὥς σφιν γένηται γηροβοσκὸς εἰσαεί, [μέχρις οὗ μυχοὺς κίχωσι τοῦ κάτω θεοῦ], καὶ τἀμὰ τεύχη μήτ’ ἀγωνάρχαι τινὲς θήσουσ’ Ἀχαιοῖς μήθ’ ὁ λυμεὼν ἐμός.",False,569.0,0.00045011358452029526,False
tlg0011.tlg003,tlg0011.tlg003.325,"ἀλλ’ αὐτό μοι σύ, παῖ, λαβὼν ἐπώνυμον, Εὐρύσακες, ἴσχε διὰ πολυρράφου στρέφων πόρπακος, ἑπτάβοιον ἄρρηκτον σάκος·",False,575.0,0.0007458049803972244,False
